RowId,Speed_Diff
614,2
615,3
616,3
617,4
618,4
619,0
620,4
621,4
622,3
623,2
624,4
625,2
626,0
627,3
628,3
629,2
630,2
631,0
632,2
633,0
634,4
635,1
636,2
637,3
638,3
639,4
640,3
641,3
642,3
643,2
644,2
645,2
646,0
647,3
648,1
649,2
650,2
651,1
652,4
653,2
654,0
655,1
656,1
657,3
658,2
659,0
660,1
661,3
662,3
663,2
664,1
665,0
666,2
667,4
668,1
669,0
670,3
671,3
672,3
673,2
674,2
675,3
676,1
677,4
678,1
679,2
680,1
681,3
682,2
683,0
684,2
685,2
686,2
687,3
688,2
689,2
690,2
691,3
692,3
693,4
694,2
695,3
696,0
697,4
698,1
699,4
700,1
701,3
702,2
703,2
704,3
705,3
706,1
707,3
708,0
709,3
710,1
711,2
712,1
713,3
714,3
715,2
716,3
717,2
718,4
719,0
720,2
721,1
722,1
723,0
724,3
725,1
726,4
727,2
728,1
729,3
730,0
731,2
732,2
733,3
734,2
735,2
736,4
737,2
738,0
739,3
740,3
741,2
742,1
743,3
744,0
745,3
746,3
747,2
748,3
749,4
750,4
751,2
752,3
753,2
754,4
755,2
756,2
757,2
758,3
759,3
760,1
761,1
762,3
763,0
764,1
765,3
766,0
767,3
768,3
769,2
770,1
771,3
772,2
773,0
774,3
775,1
776,1
777,3
778,2
779,0
780,2
781,2
782,1
783,0
784,1
785,0
786,0
787,1
788,2
789,2
790,3
791,2
792,2
793,2
794,3
795,2
796,1
797,1
798,0
799,3
800,0
801,3
802,1
803,2
804,3
805,1
806,2
807,1
808,3
809,2
810,4
811,1
812,3
813,3
814,3
815,3
816,0
817,4
818,2
819,2
820,1
821,3
822,2
823,4
824,0
825,3
826,2
827,1
828,3
829,1
830,4
831,3
832,3
833,2
834,3
835,3
836,3
837,2
838,1
839,3
840,1
841,3
842,0
843,0
844,3
845,2
846,2
847,2
848,3
849,4
850,1
851,2
852,0
853,3
854,3
855,2
856,2
857,2
858,1
859,2
860,3
861,1
862,4
863,2
864,3
865,3
866,1
867,2
868,2
869,2
870,2
871,3
872,2
873,2
874,1
875,2
876,1
877,0
878,3
879,2
880,1
881,3
882,0
883,2
884,3
885,2
886,2
887,0
888,3
889,3
890,2
891,3
892,1
893,4
894,0
895,2
896,3
897,3
898,0
899,0
900,2
901,3
902,2
903,2
904,1
905,4
906,1
907,2
908,2
909,2
910,3
911,2
912,3
913,2
914,2
915,1
916,1
917,0
918,3
919,3
920,0
921,3
922,0
923,3
924,3
925,0
926,2
927,1
928,2
929,2
930,3
931,0
932,3
933,2
934,2
935,3
936,2
937,1
938,1
939,1
940,3
941,1
942,1
943,3
944,3
945,3
946,4
947,3
948,0
949,2
950,4
951,1
952,1
953,0
954,0
955,3
956,2
957,0
958,2
959,3
960,3
961,3
962,1
963,3
964,3
965,3
966,0
967,1
968,2
969,3
970,3
971,3
972,2
973,3
974,4
975,0
976,4
977,1
978,0
979,3
980,2
981,1
982,3
983,3
984,3
985,0
986,1
987,3
988,0
989,1
990,3
991,3
992,2
993,0
994,1
995,2
996,4
997,4
998,1
999,3
1000,3
1001,3
1002,3
1003,3
1004,4
1005,0
1006,0
1007,3
1008,2
1009,0
1010,3
1011,4
1012,3
1013,3
1014,3
1015,2
1016,3
1017,3
1018,1
1019,2
1020,2
1021,3
1022,0
1023,2
1024,1
1025,3
1026,2
1027,3
1028,1
1029,2
1030,4
1031,4
1032,2
1033,4
1034,1
1035,3
1036,3
1037,1
1038,0
1039,3
1040,1
1041,0
1042,1
1043,2
1044,0
1045,2
1046,4
1047,0
1048,0
1049,2
1050,2
1051,3
1052,3
1053,1
1054,3
1055,3
1056,2
1057,3
1058,3
1059,0
1060,2
1061,3
1062,3
1063,1
1064,3
1065,2
1066,2
1067,2
1068,2
1069,2
1070,3
1071,2
1072,2
1073,0
1074,2
1075,0
1076,4
1077,1
1078,2
1079,2
1080,3
1081,0
1082,3
1083,2
1084,3
1085,0
1086,2
1087,0
1088,0
1089,0
1090,2
1091,3
1092,4
1093,1
1094,2
1095,3
1096,0
1097,3
1098,3
1099,0
1100,3
1101,3
1102,4
1103,3
1104,3
1105,1
1106,2
1107,3
1108,3
1109,2
1110,3
1111,3
1112,3
1113,1
1114,1
1115,2
1116,3
1117,1
1118,0
1119,3
1120,0
1121,4
1122,3
1123,1
1124,2
1125,1
1126,1
1127,3
1128,0
1129,3
1130,2
1131,0
1132,2
1133,4
1134,0
1135,4
1136,2
1137,2
1138,1
1139,2
1140,3
1141,3
1142,3
1143,2
1144,2
1145,3
1146,3
1147,3
1148,3
1149,0
1150,3
1151,0
1152,3
1153,1
1154,2
1155,0
1156,3
1157,3
1158,3
1159,2
1160,3
1161,2
1162,1
1163,3
1164,3
1165,0
1166,3
1167,3
1168,3
1169,3
1170,3
1171,1
1172,1
1173,2
1174,0
1175,1
1176,0
1177,3
1178,1
1179,0
1180,0
1181,3
1182,1
1183,1
1184,3
1185,0
1186,2
1187,2
1188,3
1189,3
1190,2
1191,3
1192,2
1193,3
1194,1
1195,3
1196,2
1197,3
1198,3
1199,4
1200,4
1201,0
1202,3
1203,2
1204,2
1205,2
1206,3
1207,0
1208,2
1209,2
1210,0
1211,2
1212,3
1213,1
1214,2
1215,3
1216,0
1217,2
1218,3
1219,1
1220,1
1221,3
1222,3
1223,3
1224,2
1225,3
1226,3
1227,2
1228,3
1229,2
1230,0
1231,2
1232,2
1233,3
1234,2
1235,3
1236,3
1237,2
1238,3
1239,2
1240,3
1241,2
1242,3
1243,3
1244,3
1245,1
1246,2
1247,2
1248,3
1249,2
1250,4
1251,0
1252,3
1253,3
1254,0
1255,3
1256,2
1257,3
1258,3
1259,1
1260,0
1261,1
1262,2
1263,3
1264,2
1265,2
1266,3
1267,2
1268,1
1269,3
1270,2
1271,2
1272,1
1273,2
1274,3
1275,2
1276,2
1277,1
1278,3
1279,3
1280,3
1281,1
1282,0
1283,4
1284,0
1285,3
1286,2
1287,1
1288,2
1289,0
1290,1
1291,3
1292,3
1293,3
1294,2
1295,3
1296,3
1297,0
1298,3
1299,3
1300,3
1301,2
1302,3
1303,3
1304,3
1305,1
1306,0
1307,3
1308,3
1309,1
1310,2
1311,3
1312,0
1313,3
1314,1
1315,2
1316,1
1317,3
1318,0
1319,2
1320,2
1321,3
1322,4
1323,1
1324,1
1325,2
1326,2
1327,1
1328,2
1329,1
1330,2
1331,3
1332,0
1333,4
1334,2
1335,3
1336,3
1337,3
1338,1
1339,3
1340,0
1341,3
1342,3
1343,3
1344,1
1345,4
1346,2
1347,3
1348,3
1349,3
1350,4
1351,2
1352,3
1353,1
1354,3
1355,3
1356,3
1357,2
1358,3
1359,0
1360,1
1361,3
1362,3
1363,3
1364,2
1365,2
1366,3
1367,3
1368,1
1369,0
1370,1
1371,2
1372,1
1373,0
1374,3
1375,2
1376,3
1377,3
1378,3
1379,3
1380,3
1381,2
1382,2
1383,1
1384,3
1385,2
1386,2
1387,1
1388,3
1389,3
1390,2
1391,3
1392,3
1393,0
1394,3
1395,2
1396,1
1397,1
1398,3
1399,2
1400,1
1401,3
1402,3
1403,2
1404,2
1405,1
1406,0
1407,0
1408,3
1409,4
1410,0
1411,1
1412,2
1413,2
1414,2
1415,1
1416,3
1417,2
1418,3
1419,0
1420,4
1421,3
1422,3
1423,3
1424,0
1425,3
1426,3
1427,0
1428,1
1429,0
1430,1
1431,4
1432,3
1433,2
1434,2
1435,4
1436,0
1437,3
1438,0
1439,3
1440,2
1441,1
1442,1
1443,0
1444,3
1445,0
1446,1
1447,2
1448,3
1449,2
1450,2
1451,2
1452,3
1453,3
1454,3
1455,3
1456,1
1457,3
1458,2
1459,3
1460,0
1461,0
1462,3
1463,2
1464,2
1465,2
1466,3
1467,1
1468,0
1469,3
1470,3
1471,1
1472,3
1473,1
1474,2
1475,2
1476,2
1477,1
1478,3
1479,3
1480,0
1481,1
1482,1
1483,3
1484,3
1485,3
1486,1
1487,2
1488,3
1489,0
1490,2
1491,3
1492,3
1493,3
1494,3
1495,0
1496,3
1497,3
1498,3
1499,0
1500,2
